game_id,date,club_id,is_home,own_restday,opponent_restday,own_market_value,opponent_market_value,own_position,opponent_position,own_streak_2,opponent_streak_2,own_streak_5,opponent_streak_5,own_goals,opponent_goals,target_result
2460633,2014-08-23,3,1,7.0,105.0,211700000.0,1214670000.0,12.0,13.0,0.0,0.0,0.0,0.0,0,0,1
2460642,2014-08-30,3,0,7.0,6.0,219600000.0,636350000.0,4.0,16.0,1.0,1.0,1.0,5.0,2,0,2
2460652,2014-09-13,3,0,14.0,14.0,228450000.0,94650000.0,9.0,6.0,4.0,4.0,4.0,4.0,0,0,1
2460660,2014-09-21,3,1,8.0,8.0,202750000.0,616200000.0,8.0,7.0,4.0,4.0,5.0,8.0,0,0,1
2460667,2014-09-24,3,0,3.0,4.0,227025000.0,471725000.0,9.0,3.0,2.0,3.0,6.0,10.0,0,1,0
2460678,2014-09-27,3,1,3.0,4.0,208225000.0,2723799999.0,13.0,1.0,1.0,4.0,6.0,11.0,0,2,0
2460688,2014-10-04,3,0,7.0,6.0,205200000.0,462100000.0,14.0,5.0,0.0,4.0,5.0,6.0,2,3,0
2460696,2014-10-18,3,1,14.0,14.0,230375000.0,1868800000.0,11.0,14.0,0.0,0.0,2.0,4.0,2,1,2
2460705,2014-10-24,3,0,6.0,6.0,242550000.0,390450000.0,10.0,18.0,3.0,1.0,4.0,1.0,1,0,2
2460714,2014-11-02,3,1,9.0,8.0,175400000.0,292350000.0,11.0,16.0,6.0,0.0,6.0,3.0,0,1,0
2460720,2014-11-08,3,0,6.0,6.0,230150000.0,575800000.0,10.0,5.0,3.0,3.0,6.0,8.0,4,3,2
2460732,2014-11-22,3,1,14.0,15.0,206175000.0,561950000.0,11.0,13.0,3.0,0.0,9.0,6.0,1,2,0
2460735,2014-11-29,3,0,7.0,7.0,233450000.0,1058825000.0,12.0,3.0,3.0,4.0,9.0,8.0,1,5,0
2460750,2014-12-06,3,1,7.0,7.0,198575000.0,315225000.0,12.0,3.0,0.0,6.0,6.0,12.0,1,2,0
2460752,2014-12-13,3,0,7.0,7.0,205900000.0,1092525000.0,11.0,6.0,0.0,6.0,3.0,12.0,2,1,2
2460768,2014-12-16,3,1,3.0,3.0,199200000.0,309000000.0,10.0,11.0,3.0,1.0,6.0,3.0,0,0,1
2460772,2014-12-20,3,0,4.0,3.0,233825000.0,1024325000.0,11.0,2.0,4.0,2.0,4.0,8.0,1,2,0
2460787,2015-01-31,3,0,42.0,42.0,229600000.0,1053675000.0,10.0,16.0,1.0,1.0,4.0,5.0,2,0,2
2460795,2015-02-04,3,1,4.0,4.0,248000000.0,661200000.0,10.0,16.0,3.0,1.0,7.0,5.0,0,0,1
2460805,2015-02-07,3,1,3.0,3.0,238350000.0,184925000.0,11.0,15.0,4.0,0.0,8.0,2.0,0,0,1
2460809,2015-02-14,3,0,7.0,8.0,234225000.0,811775000.0,11.0,3.0,2.0,3.0,6.0,9.0,0,1,0
2460822,2015-02-21,3,1,7.0,6.0,237725000.0,569725000.0,13.0,10.0,1.0,0.0,5.0,2.0,1,1,1
2460824,2015-02-27,3,0,6.0,6.0,261475000.0,3575549999.0,13.0,1.0,1.0,6.0,6.0,10.0,1,4,0
2460840,2015-03-08,3,1,9.0,8.0,265500000.0,506550000.0,11.0,9.0,1.0,3.0,3.0,8.0,4,2,2
2460842,2015-03-14,3,0,6.0,7.0,277100000.0,1977525000.0,12.0,10.0,3.0,4.0,5.0,13.0,0,0,1
2460858,2015-03-21,3,1,7.0,7.0,240225000.0,410875000.0,12.0,9.0,4.0,3.0,5.0,7.0,1,1,1
2460868,2015-04-04,3,0,14.0,14.0,249225000.0,310175000.0,13.0,14.0,2.0,3.0,6.0,4.0,0,1,0
2460876,2015-04-12,3,1,8.0,8.0,247100000.0,624375000.0,11.0,7.0,1.0,1.0,5.0,7.0,3,2,2
2460883,2015-04-18,3,0,6.0,8.0,271500000.0,505425000.0,12.0,13.0,3.0,4.0,8.0,9.0,0,0,1
2460894,2015-04-25,3,1,7.0,7.0,247475000.0,1186625000.0,12.0,4.0,4.0,6.0,6.0,15.0,1,1,1
2460900,2015-05-02,3,0,7.0,7.0,266500000.0,378800000.0,11.0,6.0,2.0,3.0,6.0,4.0,0,0,1
2460912,2015-05-10,3,1,8.0,8.0,266500000.0,1416625000.0,10.0,6.0,2.0,3.0,6.0,6.0,2,0,2
2460917,2015-05-16,3,0,6.0,7.0,233625000.0,366950000.0,12.0,10.0,4.0,0.0,9.0,6.0,0,2,0
2460930,2015-05-23,3,1,7.0,7.0,284650000.0,1187875000.0,12.0,2.0,3.0,6.0,6.0,8.0,2,2,1
2581152,2015-08-16,3,0,85.0,85.0,325225000.0,529782000.0,4.0,15.0,1.0,6.0,6.0,10.0,3,1,2
2581178,2015-08-22,3,1,6.0,6.0,309775000.0,1396050000.0,5.0,6.0,4.0,4.0,8.0,11.0,1,1,1
2581188,2015-08-29,3,1,7.0,7.0,329050000.0,753450000.0,4.0,13.0,4.0,3.0,8.0,7.0,2,1,2
2581196,2015-09-12,3,0,14.0,14.0,344175000.0,607550000.0,8.0,4.0,4.0,4.0,8.0,8.0,2,6,0
2581639,2015-09-19,3,1,7.0,8.0,325225000.0,660325000.0,5.0,18.0,3.0,0.0,8.0,0.0,1,0,2
2581647,2015-09-22,3,0,3.0,3.0,326500000.0,626825000.0,7.0,5.0,3.0,3.0,10.0,7.0,0,2,0
2581658,2015-09-25,3,1,3.0,3.0,309975000.0,176125000.0,7.0,8.0,3.0,3.0,7.0,7.0,1,1,1
2581667,2015-10-04,3,0,9.0,8.0,336925000.0,1173000000.0,5.0,3.0,1.0,6.0,7.0,12.0,3,0,2
2581682,2015-10-18,3,1,14.0,15.0,343150000.0,483950000.0,6.0,14.0,4.0,4.0,7.0,4.0,0,1,0
2581690,2015-10-24,3,0,6.0,7.0,355225000.0,4531050000.0,9.0,1.0,3.0,6.0,7.0,15.0,0,4,0
2581706,2015-10-31,3,1,7.0,8.0,332300000.0,580050000.0,9.0,17.0,0.0,0.0,4.0,5.0,0,0,1
2581716,2015-11-07,3,0,7.0,7.0,378775000.0,1166650000.0,7.0,8.0,1.0,3.0,5.0,8.0,2,1,2
2581729,2015-11-21,3,1,14.0,14.0,324800000.0,258925000.0,9.0,11.0,4.0,4.0,7.0,7.0,0,0,1
2581746,2015-11-27,3,0,6.0,5.0,342800000.0,253625000.0,10.0,12.0,4.0,1.0,5.0,4.0,0,0,1
2581759,2015-12-05,3,1,8.0,6.0,342375000.0,326425000.0,10.0,16.0,2.0,4.0,6.0,5.0,0,1,0
2581767,2015-12-12,3,0,7.0,6.0,348650000.0,484950000.0,10.0,14.0,1.0,1.0,6.0,4.0,1,1,1
2581782,2015-12-19,3,1,7.0,6.0,375300000.0,1729125000.0,9.0,2.0,1.0,6.0,6.0,12.0,2,1,2
2581790,2016-01-23,3,1,35.0,35.0,336625000.0,617082000.0,9.0,15.0,4.0,4.0,6.0,5.0,1,3,0
2581810,2016-01-31,3,0,8.0,7.0,364475000.0,1703525000.0,9.0,7.0,3.0,0.0,5.0,2.0,1,1,1
2581825,2016-02-07,3,0,7.0,8.0,284475000.0,935050000.0,9.0,13.0,1.0,0.0,5.0,1.0,1,1,1
2581849,2016-02-13,3,1,6.0,7.0,360675000.0,514375000.0,9.0,15.0,2.0,1.0,6.0,7.0,3,1,2
2581855,2016-02-20,3,0,7.0,6.0,356925000.0,756950000.0,9.0,5.0,4.0,3.0,8.0,6.0,0,1,0
2581874,2016-02-26,3,1,6.0,6.0,382800000.0,682250000.0,10.0,3.0,3.0,1.0,5.0,4.0,0,1,0
2581895,2016-03-01,3,0,4.0,3.0,399525000.0,162425000.0,10.0,9.0,0.0,4.0,5.0,7.0,1,1,1
2581910,2016-03-05,3,1,4.0,3.0,389525000.0,1209950000.0,12.0,4.0,1.0,4.0,5.0,8.0,1,3,0
2581922,2016-03-12,3,0,7.0,7.0,382250000.0,541650000.0,9.0,18.0,1.0,0.0,4.0,3.0,2,0,2
2581940,2016-03-19,3,1,7.0,7.0,394875000.0,4280424999.0,9.0,1.0,3.0,4.0,4.0,10.0,0,1,0
2581947,2016-04-03,3,0,15.0,15.0,352725000.0,526500000.0,11.0,14.0,3.0,6.0,4.0,9.0,1,1,1
2581957,2016-04-10,3,1,7.0,9.0,372925000.0,1074550000.0,11.0,4.0,1.0,6.0,5.0,10.0,0,2,0
2581967,2016-04-17,3,0,7.0,8.0,385850000.0,328825000.0,10.0,6.0,1.0,4.0,4.0,6.0,3,2,2
2581975,2016-04-23,3,1,6.0,7.0,397750000.0,227850000.0,8.0,13.0,3.0,6.0,7.0,9.0,4,1,2
2581981,2016-04-29,3,0,6.0,6.0,371875000.0,444900000.0,8.0,12.0,6.0,6.0,7.0,9.0,0,0,1
2581992,2016-05-07,3,1,8.0,5.0,394000000.0,553400000.0,9.0,16.0,4.0,3.0,8.0,6.0,0,0,1
2581997,2016-05-14,3,0,7.0,7.0,365475000.0,2098875000.0,9.0,2.0,2.0,3.0,8.0,10.0,2,2,1
2704208,2016-08-27,3,1,105.0,105.0,554375000.0,207650000.0,2.0,16.0,2.0,3.0,9.0,6.0,2,0,2
2704225,2016-09-10,3,0,14.0,14.0,461100000.0,1856575000.0,3.0,4.0,4.0,6.0,9.0,9.0,0,0,1
2704235,2016-09-16,3,1,6.0,6.0,504425000.0,213975000.0,4.0,12.0,4.0,3.0,7.0,7.0,3,0,2
2704242,2016-09-21,3,0,5.0,3.0,508350000.0,1654750000.0,2.0,17.0,4.0,0.0,9.0,4.0,3,1,2
2704254,2016-09-25,3,1,4.0,4.0,513375000.0,287475000.0,3.0,7.0,6.0,4.0,11.0,8.0,1,1,1
2704260,2016-10-01,3,0,6.0,7.0,538300000.0,5443074999.0,4.0,1.0,4.0,6.0,11.0,15.0,1,1,1
2704273,2016-10-15,3,1,14.0,14.0,574475000.0,218725000.0,2.0,18.0,2.0,0.0,9.0,0.0,2,1,2
2704281,2016-10-22,3,0,7.0,8.0,596275000.0,708850000.0,5.0,3.0,4.0,4.0,11.0,8.0,1,2,0
2704308,2016-10-30,3,1,8.0,9.0,589400000.0,742175000.0,4.0,18.0,3.0,1.0,8.0,1.0,3,0,2
2704319,2016-11-05,3,0,6.0,8.0,506450000.0,518325000.0,6.0,7.0,3.0,4.0,8.0,6.0,0,1,0
2704333,2016-11-19,3,0,14.0,15.0,519675000.0,855950000.0,4.0,13.0,3.0,1.0,7.0,2.0,2,1,2
2704355,2016-11-26,3,1,7.0,7.0,495575000.0,477725000.0,5.0,12.0,3.0,4.0,9.0,5.0,0,0,1
2704367,2016-12-03,3,0,7.0,7.0,453225000.0,420075000.0,7.0,4.0,4.0,2.0,7.0,9.0,0,4,0
2704429,2016-12-10,3,1,7.0,7.0,457575000.0,1990150000.0,7.0,6.0,1.0,3.0,7.0,10.0,1,1,1
2704439,2016-12-17,3,0,7.0,7.0,479375000.0,823050000.0,7.0,14.0,1.0,6.0,5.0,7.0,1,1,1
2704456,2016-12-21,3,1,4.0,3.0,429225000.0,1129075000.0,7.0,9.0,2.0,3.0,6.0,4.0,1,1,1
2704463,2017-01-22,3,0,32.0,33.0,484050000.0,304025000.0,7.0,11.0,2.0,3.0,4.0,3.0,0,0,1
2704485,2017-01-28,3,0,6.0,7.0,558000000.0,288000000.0,7.0,18.0,2.0,1.0,4.0,1.0,6,1,2
2704501,2017-02-04,3,1,7.0,7.0,507050000.0,1654950000.0,7.0,14.0,4.0,3.0,7.0,9.0,1,0,2
2704513,2017-02-12,3,0,8.0,8.0,797800000.0,366425000.0,7.0,8.0,6.0,3.0,9.0,7.0,1,2,0
2704528,2017-02-19,3,1,7.0,8.0,717150000.0,1244025000.0,7.0,10.0,3.0,4.0,8.0,7.0,1,1,1
2704550,2017-02-25,3,0,6.0,6.0,744225000.0,394925000.0,7.0,2.0,1.0,3.0,8.0,9.0,1,3,0
2704554,2017-03-04,3,1,7.0,7.0,770900000.0,5817275000.0,7.0,1.0,1.0,4.0,7.0,11.0,0,3,0
2704574,2017-03-11,3,0,7.0,7.0,804775000.0,227575000.0,7.0,17.0,0.0,0.0,4.0,3.0,2,2,1
2704582,2017-03-18,3,1,7.0,7.0,772400000.0,778475000.0,6.0,5.0,1.0,3.0,2.0,7.0,4,2,2
2704591,2017-04-01,3,0,14.0,14.0,783900000.0,916300000.0,6.0,14.0,4.0,4.0,5.0,8.0,1,2,0
2704609,2017-04-04,3,1,3.0,3.0,821975000.0,363200000.0,5.0,8.0,3.0,2.0,4.0,2.0,1,0,2
2704626,2017-04-08,3,1,4.0,3.0,618550000.0,912650000.0,7.0,8.0,3.0,4.0,7.0,7.0,2,3,0
2704645,2017-04-15,3,0,7.0,6.0,615525000.0,511975000.0,7.0,16.0,3.0,0.0,7.0,1.0,1,2,0
2704654,2017-04-21,3,1,6.0,6.0,809350000.0,550025000.0,8.0,4.0,0.0,3.0,6.0,12.0,1,1,1
2704668,2017-04-29,3,0,8.0,7.0,796900000.0,2236400000.0,8.0,4.0,1.0,6.0,4.0,10.0,0,0,1
2704681,2017-05-05,3,1,6.0,6.0,860900000.0,726650000.0,7.0,8.0,2.0,6.0,5.0,13.0,4,3,2
2704695,2017-05-13,3,0,8.0,7.0,832900000.0,1301025000.0,7.0,12.0,4.0,1.0,5.0,2.0,2,2,1
2704708,2017-05-20,3,1,7.0,7.0,578225000.0,595200000.0,5.0,15.0,4.0,4.0,6.0,8.0,2,0,2
2871499,2017-08-20,3,0,92.0,92.0,560900000.0,1211625000.0,11.0,5.0,4.0,2.0,9.0,6.0,0,1,0
2871545,2017-08-25,3,1,5.0,6.0,537675000.0,792900000.0,17.0,3.0,3.0,6.0,8.0,8.0,1,3,0
2871596,2017-09-09,3,0,15.0,14.0,521150000.0,406750000.0,18.0,8.0,0.0,1.0,7.0,4.0,0,3,0
2871656,2017-09-17,3,0,8.0,8.0,494175000.0,2100850000.0,18.0,1.0,0.0,4.0,4.0,11.0,0,5,0
2871691,2017-09-20,3,1,3.0,4.0,577875000.0,791050000.0,18.0,10.0,0.0,3.0,3.0,5.0,0,1,0
2871734,2017-09-24,3,0,4.0,4.0,514625000.0,487875000.0,18.0,4.0,0.0,4.0,0.0,11.0,0,0,1
2871773,2017-10-01,3,1,7.0,8.0,645575000.0,545550000.0,18.0,4.0,1.0,3.0,1.0,10.0,1,2,0
2871817,2017-10-13,3,0,12.0,13.0,582475000.0,668200000.0,18.0,11.0,1.0,1.0,1.0,4.0,1,2,0
2871855,2017-10-22,3,1,9.0,7.0,439275000.0,656375000.0,18.0,17.0,0.0,1.0,1.0,3.0,0,0,1
2871904,2017-10-28,3,0,6.0,7.0,384425000.0,1274200000.0,18.0,8.0,1.0,4.0,2.0,8.0,1,2,0
2871955,2017-11-05,3,1,8.0,8.0,465625000.0,511425000.0,18.0,5.0,1.0,1.0,2.0,5.0,0,3,0
2871995,2017-11-18,3,0,13.0,14.0,645475000.0,335900000.0,18.0,12.0,0.0,2.0,1.0,6.0,0,1,0
2872027,2017-11-26,3,1,8.0,8.0,434150000.0,525225000.0,18.0,11.0,0.0,1.0,1.0,5.0,0,2,0
2871985,2017-12-02,3,0,6.0,7.0,376125000.0,1406425000.0,18.0,3.0,0.0,4.0,1.0,11.0,2,2,1
2871937,2017-12-10,3,1,8.0,9.0,364100000.0,235100000.0,18.0,16.0,1.0,4.0,1.0,4.0,3,4,0
2871908,2017-12-13,3,0,3.0,4.0,308725000.0,5398675000.0,18.0,1.0,1.0,6.0,1.0,12.0,0,1,0
2871874,2017-12-16,3,1,3.0,4.0,339150000.0,1235900000.0,18.0,12.0,0.0,2.0,1.0,8.0,1,0,2
2871490,2018-01-14,3,1,29.0,30.0,594200000.0,1281350000.0,18.0,6.0,3.0,3.0,4.0,7.0,2,1,2
2871506,2018-01-20,3,0,6.0,7.0,731100000.0,752625000.0,18.0,17.0,6.0,0.0,7.0,2.0,2,0,2
2871569,2018-01-27,3,1,7.0,7.0,562550000.0,508200000.0,18.0,8.0,6.0,3.0,9.0,5.0,1,1,1
2871646,2018-02-02,3,1,6.0,6.0,760450000.0,2126400000.0,18.0,4.0,4.0,2.0,10.0,9.0,2,3,0
2871678,2018-02-10,3,0,8.0,6.0,654225000.0,693050000.0,18.0,4.0,1.0,3.0,10.0,8.0,2,4,0
2871718,2018-02-17,3,1,7.0,7.0,773875000.0,484775000.0,18.0,7.0,0.0,4.0,7.0,8.0,1,1,1
2871756,2018-02-25,3,0,8.0,6.0,636000000.0,971975000.0,18.0,6.0,1.0,3.0,5.0,7.0,2,1,2
2872107,2018-03-04,3,1,7.0,8.0,862350000.0,1519357000.0,18.0,9.0,4.0,6.0,5.0,10.0,2,3,0
2871795,2018-03-12,3,0,8.0,10.0,838450000.0,642650000.0,18.0,13.0,3.0,4.0,4.0,10.0,1,3,0
2871829,2018-03-18,3,1,6.0,8.0,802175000.0,1472300000.0,17.0,5.0,0.0,6.0,4.0,9.0,2,0,2
2872017,2018-03-31,3,0,13.0,14.0,882100000.0,656800000.0,17.0,7.0,3.0,4.0,7.0,8.0,0,6,0
2872045,2018-04-07,3,1,7.0,6.0,802725000.0,523375000.0,18.0,16.0,3.0,1.0,6.0,3.0,1,1,1
2872063,2018-04-14,3,0,7.0,7.0,874325000.0,1024650000.0,18.0,9.0,1.0,1.0,4.0,5.0,1,2,0
2872072,2018-04-22,3,1,8.0,7.0,692100000.0,1468975000.0,18.0,2.0,1.0,3.0,4.0,12.0,2,2,1
2872082,2018-04-28,3,0,6.0,7.0,836000000.0,334325000.0,18.0,15.0,1.0,0.0,5.0,0.0,2,3,0
2872090,2018-05-05,3,1,7.0,7.0,817300000.0,5388175000.0,18.0,1.0,1.0,6.0,2.0,15.0,1,3,0
2872105,2018-05-12,3,0,7.0,7.0,802375000.0,1018950000.0,18.0,16.0,0.0,0.0,2.0,4.0,1,4,0
3203428,2019-08-17,3,0,462.0,91.0,779925000.0,1028300000.0,13.0,6.0,0.0,3.0,1.0,10.0,1,2,0
3203449,2019-08-23,3,1,6.0,6.0,815675000.0,4555675000.0,17.0,1.0,0.0,6.0,1.0,10.0,1,3,0
3203457,2019-08-31,3,0,8.0,7.0,769375000.0,508600000.0,14.0,6.0,0.0,6.0,0.0,10.0,2,1,2
3203466,2019-09-14,3,1,14.0,15.0,840250000.0,1801625000.0,15.0,7.0,3.0,3.0,3.0,7.0,0,1,0
3203469,2019-09-21,3,0,7.0,7.0,657875000.0,8627000000.0,16.0,2.0,3.0,4.0,3.0,11.0,0,4,0
3203484,2019-09-29,3,1,8.0,8.0,834650000.0,925850000.0,17.0,10.0,0.0,3.0,3.0,4.0,0,4,0
3203494,2019-10-05,3,0,6.0,7.0,809150000.0,1061550000.0,17.0,6.0,0.0,6.0,3.0,12.0,1,1,1
3203503,2019-10-20,3,1,15.0,15.0,683450000.0,81175000.0,15.0,18.0,1.0,0.0,4.0,1.0,3,0,2
3203510,2019-10-25,3,0,5.0,6.0,770425000.0,603050000.0,16.0,13.0,4.0,3.0,4.0,6.0,1,3,0
3203520,2019-11-03,3,0,9.0,8.0,793175000.0,400475000.0,17.0,13.0,3.0,3.0,4.0,3.0,0,2,0
3203530,2019-11-08,3,1,5.0,7.0,627175000.0,973850000.0,17.0,5.0,0.0,6.0,4.0,12.0,1,2,0
3203533,2019-11-23,3,0,15.0,14.0,770950000.0,1812500000.0,17.0,2.0,0.0,6.0,4.0,8.0,1,4,0
3203548,2019-11-30,3,1,7.0,6.0,778475000.0,855775000.0,17.0,14.0,0.0,6.0,3.0,8.0,1,1,1
3203558,2019-12-08,3,0,8.0,9.0,688225000.0,280325000.0,18.0,10.0,1.0,3.0,1.0,9.0,0,2,0
3203566,2019-12-14,3,1,6.0,7.0,737050000.0,2687800000.0,17.0,7.0,1.0,6.0,1.0,10.0,2,0,2
3203572,2019-12-18,3,0,4.0,3.0,777200000.0,1502850000.0,15.0,12.0,3.0,1.0,4.0,1.0,4,2,2
3203584,2019-12-21,3,1,3.0,4.0,584825000.0,1169800000.0,15.0,17.0,6.0,0.0,7.0,3.0,1,0,2
3203593,2020-01-18,3,1,28.0,28.0,907275000.0,1372950000.0,13.0,9.0,6.0,1.0,10.0,4.0,3,1,2
3203596,2020-01-24,3,0,6.0,6.0,893900000.0,4712650000.0,14.0,4.0,6.0,3.0,12.0,10.0,1,5,0
3203611,2020-02-02,3,1,9.0,8.0,764750000.0,711775000.0,14.0,8.0,3.0,3.0,12.0,4.0,4,0,2
3203628,2020-02-16,3,1,14.0,7.0,928650000.0,8887150000.0,14.0,1.0,3.0,4.0,12.0,13.0,1,4,0
3203637,2020-02-22,3,0,6.0,7.0,719800000.0,1256600000.0,13.0,14.0,3.0,3.0,9.0,7.0,5,0,2
3203647,2020-02-29,3,1,7.0,7.0,778350000.0,1198275000.0,12.0,6.0,3.0,1.0,9.0,3.0,3,0,2
3203657,2020-03-06,3,0,6.0,6.0,930875000.0,113200000.0,10.0,18.0,6.0,0.0,9.0,1.0,2,1,2
3203615,2020-03-11,3,0,5.0,4.0,992525000.0,2148675000.0,13.0,3.0,6.0,3.0,12.0,8.0,1,2,0
3203665,2020-05-17,3,1,67.0,70.0,913200000.0,838250000.0,10.0,15.0,3.0,4.0,9.0,8.0,2,2,1
3203674,2020-05-24,3,1,7.0,8.0,1151500000.0,500775000.0,10.0,16.0,1.0,2.0,10.0,6.0,2,2,1
3203681,2020-05-27,3,0,3.0,4.0,1151925000.0,1517225000.0,11.0,7.0,2.0,1.0,8.0,3.0,1,3,0
3203692,2020-06-01,3,1,5.0,5.0,948350000.0,2715725000.0,12.0,3.0,1.0,4.0,5.0,7.0,2,4,0
3203701,2020-06-07,3,0,6.0,8.0,1057975000.0,837800000.0,12.0,13.0,0.0,1.0,2.0,4.0,1,1,1
3203710,2020-06-13,3,1,6.0,6.0,1127125000.0,499800000.0,12.0,14.0,1.0,1.0,3.0,2.0,1,2,0
3203714,2020-06-17,3,0,4.0,3.0,946750000.0,3363125000.0,13.0,4.0,1.0,1.0,2.0,7.0,1,3,0
3203728,2020-06-20,3,1,3.0,3.0,953925000.0,1839400000.0,14.0,9.0,0.0,6.0,1.0,12.0,1,1,1
3203735,2020-06-27,3,0,7.0,7.0,840075000.0,1566750000.0,14.0,16.0,1.0,0.0,2.0,3.0,1,6,0
3412889,2020-09-19,3,1,84.0,84.0,874550000.0,1633400000.0,12.0,6.0,1.0,6.0,2.0,10.0,2,3,0
3412909,2020-09-26,3,0,7.0,7.0,806575000.0,209075000.0,16.0,6.0,0.0,1.0,1.0,1.0,0,1,0
3412925,2020-10-03,3,1,7.0,7.0,729000000.0,2656500000.0,16.0,11.0,0.0,1.0,1.0,10.0,1,3,0
3412943,2020-10-18,3,1,15.0,15.0,778625000.0,1574175000.0,16.0,4.0,0.0,6.0,1.0,11.0,1,1,1
3412963,2020-10-23,3,0,5.0,6.0,806850000.0,703550000.0,16.0,5.0,1.0,4.0,1.0,8.0,1,1,1
3412979,2020-10-31,3,1,8.0,7.0,601475000.0,8544025000.0,16.0,1.0,2.0,6.0,2.0,12.0,1,2,0
3412998,2020-11-06,3,0,6.0,6.0,710375000.0,1073625000.0,16.0,9.0,1.0,2.0,2.0,9.0,1,1,1
3413016,2020-11-22,3,1,16.0,15.0,646000000.0,557200000.0,17.0,5.0,1.0,6.0,3.0,11.0,1,2,0
3413018,2020-11-28,3,0,6.0,7.0,563700000.0,5789900000.0,15.0,4.0,1.0,3.0,3.0,12.0,2,1,2
3413042,2020-12-05,3,1,7.0,8.0,582500000.0,1444675000.0,15.0,5.0,3.0,6.0,5.0,13.0,2,2,1
3413061,2020-12-12,3,0,7.0,7.0,767575000.0,730075000.0,15.0,17.0,4.0,1.0,5.0,5.0,1,0,2
3413077,2020-12-16,3,1,4.0,3.0,912825000.0,2972900000.0,15.0,1.0,4.0,6.0,8.0,13.0,0,4,0
3413081,2020-12-19,3,0,3.0,3.0,812850000.0,2632975000.0,15.0,3.0,3.0,6.0,7.0,11.0,0,0,1
3413104,2021-01-02,3,1,14.0,14.0,1007825000.0,925225000.0,15.0,10.0,1.0,3.0,8.0,5.0,0,1,0
3413120,2021-01-09,3,0,7.0,7.0,983625000.0,747825000.0,16.0,8.0,1.0,6.0,5.0,13.0,0,5,0
3413141,2021-01-16,3,1,7.0,6.0,930175000.0,1631250000.0,16.0,13.0,0.0,3.0,4.0,5.0,0,0,1
3413158,2021-01-20,3,0,4.0,3.0,750050000.0,1747350000.0,16.0,18.0,1.0,3.0,2.0,3.0,2,1,2
3413173,2021-01-24,3,0,4.0,5.0,999900000.0,1577750000.0,16.0,11.0,4.0,4.0,5.0,7.0,0,3,0
3413168,2021-01-31,3,1,7.0,8.0,961725000.0,247080000.0,14.0,16.0,3.0,3.0,4.0,7.0,3,1,2
3413144,2021-02-06,3,0,6.0,7.0,646025000.0,2889100000.0,14.0,7.0,3.0,4.0,7.0,11.0,2,1,2
3413131,2021-02-14,3,0,8.0,7.0,783350000.0,1957900000.0,14.0,3.0,6.0,6.0,10.0,13.0,0,2,0
3413114,2021-02-20,3,1,6.0,7.0,974600000.0,890575000.0,14.0,10.0,3.0,1.0,9.0,4.0,0,1,0
3413090,2021-02-27,3,0,7.0,7.0,1016725000.0,11101975000.0,14.0,1.0,0.0,1.0,6.0,10.0,1,5,0
3413070,2021-03-07,3,1,8.0,9.0,1172925000.0,1481825000.0,14.0,12.0,0.0,3.0,6.0,8.0,1,1,1
3413049,2021-03-13,3,0,6.0,6.0,1199600000.0,688450000.0,14.0,7.0,1.0,2.0,4.0,6.0,1,2,0
3413033,2021-03-20,3,1,7.0,7.0,837650000.0,4176000000.0,16.0,5.0,1.0,3.0,1.0,10.0,2,2,1
3413004,2021-04-03,3,0,14.0,14.0,1261300000.0,1916925000.0,16.0,3.0,1.0,6.0,2.0,12.0,0,1,0
3412987,2021-04-11,3,1,8.0,8.0,955700000.0,835700000.0,17.0,14.0,1.0,4.0,2.0,8.0,2,3,0
3412967,2021-04-17,3,0,6.0,5.0,1131675000.0,3281525000.0,17.0,6.0,0.0,4.0,2.0,7.0,0,3,0
3412951,2021-04-20,3,1,3.0,4.0,1100450000.0,3008000000.0,17.0,2.0,0.0,4.0,1.0,8.0,2,1,2
3412936,2021-04-23,3,0,3.0,3.0,873050000.0,905225000.0,17.0,14.0,3.0,1.0,4.0,4.0,3,2,2
3412916,2021-05-09,3,1,16.0,3.0,1130800000.0,861800000.0,17.0,9.0,6.0,1.0,6.0,4.0,1,4,0
3412896,2021-05-15,3,0,6.0,3.0,752450000.0,1074525000.0,17.0,14.0,3.0,4.0,6.0,9.0,0,0,1
3412880,2021-05-22,3,1,7.0,7.0,1127400000.0,1358500000.0,16.0,18.0,1.0,3.0,7.0,3.0,1,0,2
3588147,2021-08-15,3,1,85.0,85.0,1205900000.0,2237100000.0,4.0,15.0,4.0,1.0,10.0,8.0,3,1,2
3588148,2021-08-22,3,0,7.0,9.0,1142425000.0,9600600000.0,8.0,4.0,6.0,4.0,10.0,8.0,2,3,0
3588174,2021-08-28,3,1,6.0,7.0,976650000.0,288495000.0,6.0,11.0,3.0,3.0,7.0,3.0,2,1,2
3588180,2021-09-11,3,0,14.0,14.0,1159725000.0,934950000.0,7.0,5.0,3.0,6.0,10.0,8.0,1,1,1
3588201,2021-09-18,3,1,7.0,7.0,1099825000.0,3362600000.0,7.0,12.0,4.0,0.0,10.0,3.0,1,1,1
3588212,2021-09-25,3,0,7.0,6.0,1170350000.0,1774250000.0,7.0,14.0,2.0,2.0,8.0,4.0,1,1,1
3588228,2021-10-01,3,1,6.0,7.0,1202825000.0,392350000.0,6.0,18.0,2.0,0.0,6.0,1.0,3,1,2
3588244,2021-10-15,3,0,14.0,13.0,926075000.0,2118875000.0,7.0,9.0,4.0,3.0,9.0,4.0,0,5,0
